iter	MAPE
0	0.2740580245
1	0.2676177233
2	0.2615469716
3	0.2559489572
4	0.2502862836
5	0.2446093939
6	0.2394238886
7	0.234616473
8	0.2294218892
9	0.2246617868
10	0.2198856518
11	0.2154464248
12	0.2107558724
13	0.206354914
14	0.2019909787
15	0.1977733905
16	0.1937615402
17	0.1900656892
18	0.186137597
19	0.1822883077
20	0.1788860728
21	0.1756841988
22	0.1723382002
23	0.1689866608
24	0.1658747234
25	0.1627999928
26	0.1598614363
27	0.156960838
28	0.154047396
29	0.1513957408
30	0.1488337326
31	0.146500135
32	0.1441843472
33	0.1417175615
34	0.1393282111
35	0.1370138083
36	0.1349333364
37	0.1327436318
38	0.130767623
39	0.1291244721
40	0.1271806259
41	0.125320078
42	0.1237052705
43	0.1219925593
44	0.1202514514
45	0.1185168193
46	0.1170059825
47	0.1154416005
48	0.1139112556
49	0.1124844615
50	0.1111087283
51	0.109895337
52	0.1086948125
53	0.1075788531
54	0.1064930322
55	0.1053449607
56	0.1042897667
57	0.1033387147
58	0.102152069
59	0.1010102793
60	0.0999864488
61	0.09900196232
62	0.09816326227
63	0.09738812682
64	0.09664373765
65	0.09577236592
66	0.09485086554
67	0.09409566307
68	0.09331101835
69	0.0924763655
70	0.09174546659
71	0.0911957312
72	0.09057163979
73	0.08997521722
74	0.08928223199
75	0.08867001024
76	0.08796196291
77	0.08745535143
78	0.08692620914
79	0.08641945211
80	0.08594891714
81	0.08548511422
82	0.08497124091
83	0.08444065169
84	0.08406735127
85	0.08357829013
86	0.08319744262
87	0.08283517597
88	0.08240706248
89	0.08209257582
90	0.0816646525
91	0.08123942955
92	0.08085258374
93	0.08054379912
94	0.08015659817
95	0.07979897495
96	0.07949781021
97	0.07919850068
98	0.07891579342
99	0.07860232515
100	0.07839394984
101	0.07813843039
102	0.07785258509
103	0.07763191834
104	0.07739224329
105	0.07717362241
106	0.07695473277
107	0.07665868354
108	0.07633297293
109	0.07605853523
110	0.07578875608
111	0.07553245632
112	0.0752984429
113	0.07509659621
114	0.07485756958
115	0.07462482156
116	0.0744062097
117	0.07418156514
118	0.07399915206
119	0.07380482454
120	0.07358311783
121	0.07340493806
122	0.07324039968
123	0.07307170972
124	0.07293522849
125	0.07278290109
126	0.07259332628
127	0.07244455484
128	0.07222617268
129	0.0720721458
130	0.07191681656
131	0.07177856544
132	0.07161767948
133	0.071402231
134	0.07119586067
135	0.07099699669
136	0.07082598124
137	0.07061621753
138	0.07043415266
139	0.07030501318
140	0.07011057745
141	0.06999532715
142	0.06980931569
143	0.06966219434
144	0.06951377345
145	0.0693470853
146	0.0692005792
147	0.06906222496
148	0.06891727509
149	0.06878995979
150	0.06864956953
151	0.06853958717
152	0.06844103249
153	0.0683186447
154	0.06815846942
155	0.06803298327
156	0.06794154173
157	0.067784333
158	0.06768928618
159	0.06759982962
160	0.06748968461
161	0.06739303846
162	0.06721480658
163	0.06704147044
164	0.06695677078
165	0.06682576024
166	0.0667408905
167	0.06658151349
168	0.06647825367
169	0.06640933344
170	0.06631391449
171	0.06620612393
172	0.06613099064
173	0.06604179808
174	0.06597754185
175	0.06583744741
176	0.06567565811
177	0.06555521216
178	0.06541651289
179	0.06528944737
180	0.06512986776
181	0.06502441644
182	0.06492101092
183	0.06479245667
184	0.06468597605
185	0.06460408753
186	0.06447872639
187	0.06434045804
188	0.06427050039
189	0.06413798466
190	0.0640080036
191	0.06386583393
192	0.06375017496
193	0.06364815649
194	0.06351824151
195	0.06341665363
196	0.06334782314
197	0.06325505341
198	0.0631577832
199	0.0631030959
200	0.06300711383
201	0.06291961483
202	0.06282820952
203	0.06273473452
204	0.06270190516
205	0.06262105033
206	0.06256231136
207	0.06244009473
208	0.06238737289
209	0.0623265377
210	0.06227432825
211	0.06220045479
212	0.06213043819
213	0.06202615285
214	0.06195740654
215	0.06187973886
216	0.06181946355
217	0.06175556492
218	0.06166237206
219	0.06161600744
220	0.06150823591
221	0.06142829973
222	0.06136900231
223	0.06128210438
224	0.06119450937
225	0.06112406679
226	0.06101449243
227	0.06094504574
228	0.06090109603
229	0.06082922184
230	0.06070825752
231	0.06060726917
232	0.06049530117
233	0.06041530788
234	0.06037490208
235	0.06031568359
236	0.06024671824
237	0.06017096217
238	0.06009243461
239	0.05999858139
240	0.05996292763
241	0.05993044591
242	0.05984614206
243	0.0597940806
244	0.05971335576
245	0.05965125142
246	0.0595629729
247	0.05949952313
248	0.05940827397
249	0.0593614638
250	0.05930127249
251	0.05923528703
252	0.05917038597
253	0.05911843983
254	0.05904623418
255	0.05896393516
256	0.05889611736
257	0.05883913766
258	0.05880471993
259	0.05874471909
260	0.05868666056
261	0.05860362097
262	0.05853426019
263	0.05849403004
264	0.05842658387
265	0.05838760289
266	0.05833714787
267	0.05830734127
268	0.05825360955
269	0.05818353271
270	0.05808134896
271	0.05803731731
272	0.05796163839
273	0.05792558858
274	0.05783645324
275	0.05777749056
276	0.0577171091
277	0.05766554705
278	0.05761831575
279	0.05757460535
280	0.05750722749
281	0.05747291236
282	0.05741158254
283	0.05735047037
284	0.05729691461
285	0.05724112141
286	0.05720262682
287	0.05715311324
288	0.05710801494
289	0.05703603263
290	0.05695584337
291	0.05688867374
292	0.05685082896
293	0.05676848502
294	0.05672493673
295	0.05667503944
296	0.05662544592
297	0.05657719043
298	0.05650673189
299	0.05646042596
300	0.05640429547
301	0.05636783395
302	0.0563215109
303	0.0562771633
304	0.05622419973
305	0.05618349055
306	0.05615749978
307	0.0561105781
308	0.05603397298
309	0.05598072061
310	0.05591451626
311	0.05585964395
312	0.05581299508
313	0.05574858052
314	0.05568939275
315	0.05562279315
316	0.05558601241
317	0.05553506615
318	0.05548657024
319	0.05542386588
320	0.05536147523
321	0.05530808059
322	0.05526305414
323	0.0552337568
324	0.05519146004
325	0.05515027213
326	0.05510871725
327	0.05506206585
328	0.05501540352
329	0.05495906253
330	0.05489413623
331	0.05485607214
332	0.05480141065
333	0.0547491363
334	0.05471210205
335	0.05467832842
336	0.05462312712
337	0.05459340971
338	0.05454070716
339	0.05448924509
340	0.0544569351
341	0.05441866762
342	0.05434924209
343	0.05430114266
344	0.0542598538
345	0.05422661753
346	0.0541903261
347	0.05415098473
348	0.05411548953
349	0.05406826719
350	0.05402637143
351	0.05399626763
352	0.05396409581
353	0.0539167347
354	0.05385415365
355	0.05378944339
356	0.05375184279
357	0.05371539985
358	0.05364328413
359	0.05360551293
360	0.05357246639
361	0.05349900847
362	0.05344810939
363	0.05340660241
364	0.05335262786
365	0.05328963951
366	0.05323671418
367	0.0531941435
368	0.05316606458
369	0.05313570892
370	0.05309743234
371	0.05306721147
372	0.05302356112
373	0.0529851261
374	0.05291886877
375	0.05289207337
376	0.05286348763
377	0.0528056018
378	0.05278565633
379	0.0527513055
380	0.05272549259
381	0.05266509926
382	0.05260803235
383	0.05257034462
384	0.05254238082
385	0.05251871881
386	0.05247199699
387	0.05244109522
388	0.05241465408
389	0.0523878484
390	0.05235487253
391	0.05232325908
392	0.05229123238
393	0.05225515441
394	0.05222945778
395	0.05217680566
396	0.05212808877
397	0.05210609468
398	0.05206308634
399	0.05203850682
400	0.05199942718
401	0.05196338477
402	0.05193639705
403	0.05192652844
404	0.05189881126
405	0.05184738767
406	0.05180209357
407	0.05177279755
408	0.05174080581
409	0.05172003081
410	0.05167975133
411	0.05165521076
412	0.05161749697
413	0.05157085699
414	0.05154439634
415	0.05150059761
416	0.05146038886
417	0.05144098511
418	0.05141036169
419	0.05138556771
420	0.05135146496
421	0.05132236051
422	0.05130884153
423	0.05128365514
424	0.05125638713
425	0.05122411796
426	0.05118617499
427	0.05116454852
428	0.05115046967
429	0.05111613651
430	0.05108369252
431	0.05102043831
432	0.05098435408
433	0.05095751741
434	0.0509369546
435	0.05091332913
436	0.05089039233
437	0.0508673706
438	0.05083655168
439	0.05080112799
440	0.05074275175
441	0.05070022539
442	0.05066579157
443	0.05063781693
444	0.05061235782
445	0.05060743534
446	0.0505711665
447	0.05052281918
448	0.05048525712
449	0.05045394028
450	0.05042368079
451	0.05040512185
452	0.05038522637
453	0.05034680886
454	0.05031934098
455	0.05029236993
456	0.05025489469
457	0.05022993911
458	0.05019811051
459	0.05018129973
460	0.050161758
461	0.05012360844
462	0.05007373878
463	0.05002741073
464	0.05001444471
465	0.04997151522
466	0.04995536315
467	0.0499160084
468	0.04990371427
469	0.04988589203
470	0.04987026023
471	0.04984417446
472	0.04981990209
473	0.04981003891
474	0.04976136861
475	0.04974113438
476	0.04973032398
477	0.04971491978
